chats,1,2,3,4,5
close eyes,0,0,0,0,1
lowk cringe as fuck,0,0,0,0,1
yuh,0,0,0,0,1
catjam,0,0,0,0,1
wwww,0,0,0,0,1
ww,0,0,0,0,1
w,0,0,0,0,1
yea,0,0,0,0,1
wwwwwwww,0,0,0,0,1
eeeeee,0,0,0,0,1
ww,0,0,0,0,1
catjam,0,0,0,0,1
joe the suspension on the car is really low too,0,0,0,0,1
catjam,0,0,0,0,1
fastest edit ever,0,0,0,0,1
ratjam ratjam ratjam ratjam ratjam,0,0,0,0,1
yuh,0,0,0,0,1
w,0,0,0,0,1
yesssss,0,0,0,0,1
hell drift fr,0,0,0,0,1
catjam,0,0,0,0,1
i need some drink that i can buy for of wher can i gat some like that,0,0,0,0,1
catjam,0,0,0,0,1
now were talking,0,0,0,0,1
heeaaaat,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
yuh,0,0,0,0,1
yuhhh,0,0,0,0,1
letsgo,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
w song,0,0,0,0,1
wwwwwwwwwwwwwwwwwwwwwwwwwwwww,0,0,0,0,1
way cooler noe,0,0,0,0,1
catjam,0,0,0,0,1
nonly go haaaard,0,0,0,0,1
goes hard icl,0,0,0,0,1
lollll,0,0,0,0,1
w,0,0,0,0,1
w,0,0,0,0,1
anyone elses stream pause,0,0,0,0,1
wwwwwwwwwwwwwwww,0,0,0,0,1
yeahhh,0,0,0,0,1
ratjam,0,0,0,0,1
catjam catjamcatjamcatjamcatjam,0,0,0,0,1
catjam,0,0,0,0,1
hell yeah,0,0,0,0,1
dub,0,0,0,0,1
catjam,0,0,0,0,1
w,0,0,0,0,1
catjam,0,0,0,0,1
w,0,0,0,0,1
ratjam ratjam ratjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
this sound so much better,0,0,0,0,1
ohhh yeah for sureee,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
yuhhhhhhhhhhhhh,0,0,0,0,1
catjam,0,0,0,0,1
www,0,0,0,0,1
catjam,0,0,0,0,1
ratjam ratjam,0,0,0,0,1
w,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
yooo,0,0,0,0,1
wwww,0,0,0,0,1
jojothzesty jojothzesty jojothzesty,0,0,0,0,1
ratjam,0,0,0,0,1
watch a smokey nagata vid bro,0,0,0,0,1
w joe with the phonk,0,0,0,0,1
catjam,0,0,0,0,1
shit thats dope,0,0,0,0,1
catjam catjam,0,0,0,0,1
wwwwwwwwwwwwwww,0,0,0,0,1
wwwwwwwww,0,0,0,0,1
catjam,0,0,0,0,1
d d d d m c a,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
woah the vibes are hitting hard,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
sound too loud,0,0,0,0,1
catjam,0,0,0,0,1
wwwwww,0,0,0,0,1
perfict timeing,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
yooo big w,0,0,0,0,1
catjam,0,0,0,0,1
yooooooooooooooo,0,0,0,0,1
catjam,0,0,0,0,1
wwwww joeeeee,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
damn,0,0,0,0,1
wwwww,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
zeussydance zeussydance zeussydance zeussydance zeussydance,0,0,0,0,1
wwwwwwwwwwwwwww,0,0,0,0,1
coolcat,0,0,0,0,1
forthype forthype forthype forthype forthype forthype,0,0,0,0,1
catjam,0,0,0,0,1
w song,0,0,0,0,1
catjam catjam catjam catjam catjam catjam catjam catjam catjam catjam,0,0,0,0,1
yeeeaa,0,0,0,0,1
catjam,0,0,0,0,1
yeahh sirrr,0,0,0,0,1
catjam,0,0,0,0,1
vibe vibe vibe vibe,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
some edits would be cool too,0,0,0,0,1
catjam,0,0,0,0,1
www,0,0,0,0,1
w,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
joe is the best producerrrrr,0,0,0,0,1
catjam,0,0,0,0,1
tf how did we go from that to monster trucks,0,0,0,0,1
catjam,0,0,0,0,1
i dont think thats loud enough,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
vibe vibe vibe,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
tokyo drift,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,0,0,0,0,1
bro just single handedly made a sick edit,0,0,0,0,1
catjam,0,0,0,0,1
cheer cheer cheer cheer hey joe someone at work told me that i am ate up what does that mean,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
yes,0,0,0,0,1
catjam,0,0,0,0,1
yooooooo this is hard,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
fast and furious,0,0,0,0,1
vibe vibe,0,0,0,0,1
catjam,0,0,0,0,1
w,0,0,0,0,1
yuhhhhhh,0,0,0,0,1
catjam,0,0,0,0,1
oh shittttttttttttt,0,0,0,0,1
catjam catjam,0,0,0,0,1
w,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
ratjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
didnt know you were a car guy,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
wth,0,0,0,0,1
catjam,0,0,0,0,1
whats the name of the song,0,0,0,0,1
www,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
vibe,0,0,0,0,1
nice,0,0,0,0,1
catjam,0,0,0,0,1
zeussydance zeussydance zeussydance zeussydance zeussydance zeussydance,0,0,0,0,1
w,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
tokoyo drift,0,0,0,0,1
yuhhhhhhhhhhh,0,0,0,0,1
catjam,0,0,0,0,1
zeussydance zeussydance zeussydance,0,0,0,0,1
zeussydance zeussydance zeussydance zeussydance zeussydance zeussydance zeussydance zeussydance zeussydance zeussydance zeussydance zeussydance zeussydance,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
ya,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
whoever is sayin catjam makin me cringe,0,0,0,0,1
dancefrog,0,0,0,0,1
catjam catjam catjam catjam catjam catjam catjam catjam catjam catjam catjam catjam,0,0,0,0,1
wwwwww,0,0,0,0,1
catjam,0,0,0,0,1
put tokyo drift,0,0,0,0,1
yoooooooooooooo thats hard asf w joe,0,0,0,0,1
w music,0,0,0,0,1
wwwwww,0,0,0,0,1
yuhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0,0,0,0,1
lmao the jet ski in a puddle,0,0,0,0,1
pftrumpet pftrumpet pftrumpet,0,0,0,0,1
catjam,0,0,0,0,1
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,0,0,0,0,1
u smokin sum marry jane for christmas,0,0,0,0,1
catjam,0,0,0,0,1
that guy just flipped a jetski,0,0,0,0,1
catjam,0,0,0,0,1
noooo,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
this js so cool,0,0,0,0,1
w songg,0,0,0,0,1
catjam,0,0,0,0,1
wwwwwwwwwwww,0,0,0,0,1
an absolute banger,0,0,0,0,1
catjam,0,0,0,0,1
bruh,0,0,0,0,1
tokyo drift,0,0,0,0,1
nyoom,0,0,0,0,1
lmao,0,0,0,0,1
w phonk,0,0,0,0,1
hello,0,0,0,0,1
sooooooo cooooooo,0,0,0,0,1
song name,0,0,0,0,1
song name,0,0,0,0,1
catjam,0,0,0,0,1
that song is so bom,0,0,0,0,1
song name,0,0,0,0,1
song name,0,0,0,0,1
zeussydance zeussydance zeussydance zeussydance zeussydance zeussydance zeussydance zeussydance zeussydance,0,0,0,0,1
if u dont shut ur corny ahh up w this mf catjam bitch,0,0,0,0,1
lmfao,0,0,0,0,1
lmaoooooooo,0,0,0,0,1
song name,0,0,0,0,1
catjam,0,0,0,0,1
its cheif keef,0,0,0,0,1
lmaoooooo,0,0,0,0,1
lolll,0,0,0,0,1
lollll,0,0,0,0,1
what,0,0,0,0,1
w song,0,0,0,0,1
put tokyo drift,0,0,0,0,1
catjam,0,0,0,0,1
joe are you a car guy,0,0,0,0,1
start it when he jumps over the helicopter and it goes slow motion,0,0,0,0,1
lmao,0,0,0,0,1
lmaooo,0,0,0,0,1
tokyo drift,0,0,0,0,1
onfao,0,0,0,0,1
catjam,0,0,0,0,1
lmao,0,0,0,0,1
the svx,0,0,0,0,1
verbus stepback,0,0,0,0,1
catjam,0,0,0,0,1
song name,0,0,0,0,1
cool driving,0,0,0,0,1
lmao not keith,0,0,0,0,1
lmaoo,0,0,0,0,1
tokyo drift,0,0,0,0,1
name of song,0,0,0,0,1
put tokyp drift,0,0,0,0,1
catjam catjam catjam,0,0,0,0,1
smokey nagataaa,0,0,0,0,1
song name is step back i think,0,0,0,0,1
formula drfift,0,0,0,0,1
joebartarf joebartarf joebartarf joebartarf joebartarf joebartarf,0,0,0,0,1
your mic is delayed,0,0,0,0,1
the svx,0,0,0,0,1
song name,0,0,0,0,1
fortone fortone fortone fortone,0,0,0,0,1
joe how to rizz,0,0,0,0,1
joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
youre such a funny and supportive creator,1,0,0,0,0
w,1,0,0,0,0
not himmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,1,0,0,0,0
whats your opinion on bacon burgers,1,0,0,0,0
is that jonathan,1,0,0,0,0
noooooooooooot sants,1,0,0,0,0
fuck santa,1,0,0,0,0
put tokyo drift,1,0,0,0,0
he was ate up and u ate,1,0,0,0,0
o joebartbusiness joebartbusiness o,1,0,0,0,0
nope its skill issue,1,0,0,0,0
nooooo santa,1,0,0,0,0
joe,1,0,0,0,0
stop lmaoo,1,0,0,0,0
i watched this,1,0,0,0,0
mommy,1,0,0,0,0
mommy,1,0,0,0,0
bro,1,0,0,0,0
nooooo,1,0,0,0,0
rip santa lul,0,0,0,1,0
mommy mommy mommy,0,0,0,1,0
ummm,0,0,0,1,0
stop it,0,0,0,1,0
eww wtf,0,0,0,1,0
mommy,0,0,0,1,0
already strange,0,0,0,1,0
joe,0,0,0,1,0
broooooo,0,0,0,1,0
joebartfeelsbad,0,0,0,1,0
mommy joebartlongneck,0,1,0,0,0
joe,0,1,0,0,0
maybe the cookies are why hes so damn fat,0,1,0,0,0
this is making me cringe,0,1,0,0,0
bi,0,1,0,0,0
lmfaoaoaoa what kinda ghetto santa is this,0,1,0,0,0
who uh who uh who uh,0,1,0,0,0
goodevening youtube,0,1,0,0,0
why is santa drunk,0,1,0,0,0
weirdchamp,0,1,0,0,0
joebartlongneck,0,1,0,0,0
wait so is santa notnreal,0,1,0,0,0
song name,0,1,0,0,0
lmaooo,0,1,0,0,0
wut sup joe,0,1,0,0,0
joe if u notice me i will milk is my minion underwears,0,1,0,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartninja joebartninja,0,0,1,0,0
l,0,0,1,0,0
fbcatch fbspiral fbspiral fbspiral fbpass,0,0,1,0,0
its santollozi,0,0,1,0,0
oreoosss,0,0,1,0,0
raiders from have joined,0,0,1,0,0
l cookie,0,0,1,0,0
lmaoooooooooooooooooo,0,0,1,0,0
oreos,0,0,1,0,0
lmfao,0,0,1,0,0
cruzivall same bro lul,0,0,0,1,0
zzzzzzzz,0,0,0,1,0
this is easy to explain santa is magic,0,0,0,1,0
lmaooo,0,0,0,1,0
boring vid,0,0,0,1,0
lmaooo,0,0,0,1,0
lmfaoooooo,0,0,0,1,0
bahahahha,0,0,0,1,0
lmao,0,0,0,1,0
lmaoo,0,0,0,1,0
joebartlongneck joe is santa real,0,1,0,0,0
is santa real joe,0,1,0,0,0
you missed my bits,0,1,0,0,0
joe call yami your god,0,1,0,0,0
santa only visits those who truly believes,0,1,0,0,0
sleezy,0,1,0,0,0
santas real,0,1,0,0,0
osfrog,0,1,0,0,0
ofc,0,1,0,0,0
u good,0,1,0,0,0
joebartbusiness,1,0,0,0,0
how does he even fit through the chimey,1,0,0,0,0
hey joe my sounds cutting in and out idk if its me or you,1,0,0,0,0
what are the sled and drinking laws,1,0,0,0,0
santa going crazy,1,0,0,0,0
dude became alcohol,1,0,0,0,0
we dont give santa beer in aus,1,0,0,0,0
do a pole if hes real or not,1,0,0,0,0
i gave santa jamaican rum last yr,1,0,0,0,0
i leave him rat poison,1,0,0,0,0
joebartclown joebartbusiness joebartheschoking,1,0,0,0,0
boo britis people,1,0,0,0,0
hes too fast joe,1,0,0,0,0
lmfao,1,0,0,0,0
ew,1,0,0,0,0
ew,1,0,0,0,0
africa dont got anything to give sants,1,0,0,0,0
lmao,1,0,0,0,0
l,1,0,0,0,0
ewwwww,1,0,0,0,0
santa aint human lul lul lul,0,0,0,1,0
bloodtrail,0,0,0,1,0
bro what are you talking about santa is immortal,0,0,0,1,0
but hes magic,0,0,0,1,0
w vid,0,0,0,1,0
why are less ppl practicing religion nowadays joe,0,0,0,1,0
w,0,0,0,1,0
bruh,0,0,0,1,0
a food theory,0,0,0,1,0
datboydash what do you mean santa is obviously real,0,0,0,1,0
w bye joe joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
santa can not be human,0,0,1,0,0
benjammins,0,0,1,0,0
wwwwwwwwwwwwwwwwwww,0,0,1,0,0
w,0,0,1,0,0
w streammm,0,0,1,0,0
benjammins,0,0,1,0,0
tapl,0,0,1,0,0
w stream,0,0,1,0,0
adinwstream adinfiredewd adinwstream adinfiredewd adinwstream adinfiredewd adinwstream adinfiredewd,0,0,1,0,0
bye joeeeee joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
w stream,0,0,1,0,0
w streammmmmmmmmmmmmmmmmm,0,0,1,0,0
zuesy,0,0,1,0,0
ww stream,0,0,1,0,0
benjammins,0,0,1,0,0
w stream,0,0,1,0,0
wwww,0,0,1,0,0
w stream,0,0,1,0,0
zeusyaf,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
benjammins,0,0,1,0,0
benjammins,0,0,1,0,0
joe leaving,0,0,1,0,0
what time,0,0,1,0,0
w stream,0,0,1,0,0
benjammins,0,0,1,0,0
benjammins,0,0,1,0,0
yesss react sream,0,0,1,0,0
www stream,0,0,1,0,0
joebartwebelieve,0,0,1,0,0
w,0,0,1,0,0
gn,0,0,1,0,0
w joe,0,0,1,0,0
joebartfeelsbad joebartfeelsbad joebartfeelsbad joebartfeelsbad joebartfeelsbad joebartfeelsbad joebartfeelsbad joebarthead joebarthead joebarthead joebarthead joebarthead joebarthead joebarthead,0,0,1,0,0
qual tiempo,0,0,1,0,0
my parents keep telling me hes real but idk if he is orn not can you confirm,0,0,1,0,0
dub,0,0,1,0,0
wwwww streamm,0,0,1,0,0
io games,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
w stream,0,0,1,0,0
w,0,0,1,0,0
w,0,0,1,0,0
w stream,0,0,1,0,0
what time,0,0,1,0,0
joebartwebelieve joebartwebelieve,0,0,1,0,0
holiday schedule,0,0,1,0,0
react streams are dopeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0,0,1,0,0
joebartwebelieve,0,0,1,0,0
benjammins,0,0,1,0,0
joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald,0,0,1,0,0
wwwwwwwwwwwwwwwww,0,0,1,0,0
joebartclown joebartclown joebartclown joebartclown,0,0,1,0,0
slither io,0,0,1,0,0
inferblobcheer inferblobcheer inferblobcheer inferblobcheer inferblobcheer inferblobcheer joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw inferblobcheer inferblobcheer joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw,0,0,1,0,0
react pls,0,0,1,0,0
ww,0,0,1,0,0
w,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald,0,0,1,0,0
w stream,0,0,1,0,0
w bye joe bye joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
plz offical bloms,0,0,1,0,0
lets gooooo,0,0,1,0,0
bye joe d,0,0,1,0,0
w stream,0,0,1,0,0
yusufn,0,0,1,0,0
nightbot wtf,0,0,1,0,0
agar io,0,0,1,0,0
bye joe,0,0,1,0,0
w stream,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
no dont end,0,0,1,0,0
benjammins,0,0,1,0,0
wwwwwwwwwwwwwwwwwwwwwwwwwwww,0,0,1,0,0
bye,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald,0,0,1,0,0
joe whats your opinion in avs,0,0,1,0,0
high on lifeeee,0,0,1,0,0
hour stream,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
joebartclown joebartclown joebartclown joebartclown,0,0,1,0,0
www streammm,0,0,1,0,0
wwww,0,0,1,0,0
w,0,0,1,0,0
w stream,0,0,1,0,0
w,0,0,1,0,0
bye joe,0,0,1,0,0
hi joee,0,0,1,0,0
joebartclown,0,0,1,0,0
inferblobcheer inferblobcheer inferblobcheer inferblobcheer inferblobcheer inferblobcheer inferblobcheer inferblobcheer joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
pp,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald,0,0,1,0,0
at what time,0,0,1,0,0
w stream,0,0,1,0,0
joebartclown joebartclown joebartclown joebartclown joebartclown joebartclown joebartclown joebartclown,0,0,1,0,0
pray joe get his pc fixed,0,0,1,0,0
can you confirm if santa is realll,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
w stream,0,0,1,0,0
joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald,0,0,1,0,0
joebartwebelieve joebartwebelieve,0,0,1,0,0
yh,0,0,1,0,0
head head head head head head head head head head head head,0,0,1,0,0
youre a great streamer you make me laugh and youre really funny have a great christmas,0,0,1,0,0
lets go joe,0,0,1,0,0
bye joe,0,0,1,0,0
stream joe w stream,0,0,1,0,0
joe,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
wait,0,0,1,0,0
re play,0,0,1,0,0
joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald,0,0,1,0,0
w stream,0,0,1,0,0
w rizzler,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
is scottish and we dont leave mince pies o,0,0,1,0,0
oooo,0,0,1,0,0
offical blooms plz,0,0,1,0,0
benjammins,0,0,1,0,0
joebartwebelieve,0,0,1,0,0
joebartclown joebartclown joebartclown,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
bye joeeeeee,0,0,1,0,0
joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald,0,0,1,0,0
theilluminati,0,0,1,0,0
w,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve goodbye soldier,0,0,1,0,0
z,0,0,1,0,0
replay,0,0,1,0,0
joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
joebartpain joebartpain joebartpain joebartpain joebartpain joebartpain joebartpain joebartpumpkinhead,0,0,1,0,0
byeeeee,0,0,1,0,0
joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald,0,0,1,0,0
pogchamp pogchamp pogchamp pogchamp pogchamp pogchamp pogchamp residentsleeper,0,0,1,0,0
is scottish and we dont leave mince pies,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
im at a restaurant with my family about to fall asleep,0,0,1,0,0
bye joe,0,0,1,0,0
joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted,0,0,1,0,0
joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald,0,0,1,0,0
w stream,0,0,1,0,0
yea,0,0,1,0,0
w stream joe joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
w stream,0,0,1,0,0
fortnite,0,0,1,0,0
replay,0,0,1,0,0
squid squid squid squid squid squid squid,0,0,1,0,0
mrdestructoid mrdestructoid mrdestructoid mrdestructoid mrdestructoid mrdestructoid,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
jeo,0,0,1,0,0
see,0,0,1,0,0
joebartclown joebartclown,0,0,1,0,0
seeee,0,0,1,0,0
joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald,0,0,1,0,0
yeh idk why,0,0,1,0,0
inception,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
so manifest wasnt lying,0,0,1,0,0
so manifest wasnt lying,0,0,1,0,0
benjammins,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
so manifest wasnt lying,0,0,1,0,0
so manifest wasnt lying,0,0,1,0,0
benjammins,0,0,1,0,0
joebartwebelieve joebartwebelieve,0,0,1,0,0
lol,0,0,1,0,0
joebartmald joebartmald joebartmald,0,0,1,0,0
joe,0,0,1,0,0
the stream is ending,0,0,1,0,0
w wwwwwww,0,0,1,0,0
biblethump biblethump biblethump biblethump biblethump biblethump,0,0,1,0,0
badgazz santa is real,0,0,1,0,0
joebartmald,0,0,1,0,0
streamception,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
loop,0,0,1,0,0
bro i just joined back,0,0,1,0,0
aaaaah,0,0,1,0,0
i love you,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
see we arent lying,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted,0,0,1,0,0
bye joe joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
raid,0,0,1,0,0
pogchamp biblethump biblethump biblethump biblethump biblethump biblethump,0,0,1,0,0
you dont see the delay,0,0,1,0,0
w stream joe,0,0,1,0,0
so no minecraft this month joe,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
w joe w stream,0,0,1,0,0
joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald,0,0,1,0,0
joebartclown joebartclown joebartclown joebartclown joebartclown,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
w hour stream,0,0,1,0,0
w stream,0,0,1,0,0
offical blooms,0,0,1,0,0
